planet_1_x_pos,planet_1_y_pos,planet_1_x_mom,planet_1_y_mom
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19736242946234017
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19739134239842104
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19742293249555096
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19739134239842104
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19739134239842104
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19739134239842104
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19736242946234017
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19739134239842104
-0.9804848093758441,0.9999836633164864,0.9999999931022471,-0.9999991658776544
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19745744723976763
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.9804848093758441,0.9999836633164864,0.9999999931022471,-0.9999991656667523
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19745744723976763
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19739134239842104
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.9804848093758441,0.9999836633164864,0.9999999931022471,-0.9999991656247
-0.9804848093758441,0.9999836633164864,0.9999999931022471,-0.9999991657628948
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19736242946234017
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.9804848093758441,0.9999836633164864,0.9999999931022471,-0.9999991656247
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19742293249555096
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19742293249555096
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19736242946234017
-0.9804848093758441,0.9999836633164864,0.9999999931022471,-0.9999991657628948
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19745744723976763
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19739134239842104
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19736242946234017
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19742293249555096
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19736242946234017
-0.45538418806921416,0.9377441383014753,0.9999999931022471,-0.24778272132304385
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19742293249555096
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19745744723976763
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19745744723976763
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19728958169681815
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19731174781349187
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
-0.4445460854942471,0.9339028399497231,0.9999999931022471,-0.19733596708893306
