star_1_x_pos,star_1_y_pos,star_1_m,planet_1_m,length,height
1442,517,144,19,2000,1142.857142857143
1343,527,147,14,2000,1142.857142857143
1138,405,141,18,2000,1142.857142857143
1701,407,136,15,2000,1142.857142857143
1443,680,147,16,2000,1142.857142857143
531,502,127,15,2000,1142.857142857143
288,364,135,13,2000,1142.857142857143
349,473,131,17,2000,1142.857142857143
537,546,127,13,2000,1142.857142857143
458,577,142,19,2000,1142.857142857143
321,578,133,13,2000,1142.857142857143
1085,354,127,19,2000,1142.857142857143
1211,389,147,13,2000,1142.857142857143
1404,632,133,16,2000,1142.857142857143
1685,565,139,13,2000,1142.857142857143
485,352,139,18,2000,1142.857142857143
945,381,142,19,2000,1142.857142857143
855,689,148,13,2000,1142.857142857143
1325,496,130,17,2000,1142.857142857143
1458,776,142,17,2000,1142.857142857143
1541,603,128,18,2000,1142.857142857143
484,742,140,17,2000,1142.857142857143
1416,731,133,14,2000,1142.857142857143
762,736,147,13,2000,1142.857142857143
1570,766,140,13,2000,1142.857142857143
773,540,140,16,2000,1142.857142857143
1545,518,138,16,2000,1142.857142857143
746,587,147,19,2000,1142.857142857143
1054,657,137,19,2000,1142.857142857143
736,681,131,17,2000,1142.857142857143
1119,718,144,15,2000,1142.857142857143
1502,594,137,19,2000,1142.857142857143
609,603,127,15,2000,1142.857142857143
1113,689,127,17,2000,1142.857142857143
1615,601,147,19,2000,1142.857142857143
1370,429,132,16,2000,1142.857142857143
470,523,133,18,2000,1142.857142857143
457,401,138,17,2000,1142.857142857143
1124,637,141,14,2000,1142.857142857143
799,533,147,18,2000,1142.857142857143
1680,549,139,15,2000,1142.857142857143
638,469,133,16,2000,1142.857142857143
1194,496,140,16,2000,1142.857142857143
1325,696,132,15,2000,1142.857142857143
1326,428,144,19,2000,1142.857142857143
870,584,128,19,2000,1142.857142857143
971,654,127,16,2000,1142.857142857143
1677,570,146,13,2000,1142.857142857143
1659,576,141,16,2000,1142.857142857143
1745,354,140,13,2000,1142.857142857143
1214,710,132,13,2000,1142.857142857143
1660,760,130,13,2000,1142.857142857143
1704,653,139,13,2000,1142.857142857143
1047,698,146,17,2000,1142.857142857143
1006,470,132,15,2000,1142.857142857143
653,553,146,13,2000,1142.857142857143
1431,526,139,16,2000,1142.857142857143
1566,652,134,13,2000,1142.857142857143
1150,664,144,16,2000,1142.857142857143
1172,663,142,15,2000,1142.857142857143
1742,524,143,15,2000,1142.857142857143
1236,606,136,15,2000,1142.857142857143
1393,734,129,19,2000,1142.857142857143
1384,502,147,18,2000,1142.857142857143
441,707,138,18,2000,1142.857142857143
1441,673,137,17,2000,1142.857142857143
721,475,143,14,2000,1142.857142857143
554,525,127,19,2000,1142.857142857143
663,417,126,15,2000,1142.857142857143
1738,534,149,19,2000,1142.857142857143
1549,641,141,15,2000,1142.857142857143
424,460,140,15,2000,1142.857142857143
1383,783,145,18,2000,1142.857142857143
1352,785,132,13,2000,1142.857142857143
1088,394,126,18,2000,1142.857142857143
825,402,139,13,2000,1142.857142857143
1443,682,135,15,2000,1142.857142857143
1274,609,144,19,2000,1142.857142857143
1509,670,148,19,2000,1142.857142857143
723,703,140,19,2000,1142.857142857143
902,729,132,17,2000,1142.857142857143
1054,495,126,19,2000,1142.857142857143
374,703,134,13,2000,1142.857142857143
1443,621,143,16,2000,1142.857142857143
1551,503,140,13,2000,1142.857142857143
989,552,133,13,2000,1142.857142857143
980,657,130,14,2000,1142.857142857143
1124,781,148,17,2000,1142.857142857143
1225,746,135,14,2000,1142.857142857143
566,511,131,18,2000,1142.857142857143
937,605,145,16,2000,1142.857142857143
508,723,143,16,2000,1142.857142857143
923,426,149,13,2000,1142.857142857143
1123,478,128,14,2000,1142.857142857143
1281,510,149,17,2000,1142.857142857143
305,651,136,17,2000,1142.857142857143
474,466,138,17,2000,1142.857142857143
1171,579,130,15,2000,1142.857142857143
303,736,133,16,2000,1142.857142857143
598,383,130,15,2000,1142.857142857143
1513,645,148,14,2000,1142.857142857143
1332,472,147,14,2000,1142.857142857143
1484,625,149,19,2000,1142.857142857143
1641,517,127,14,2000,1142.857142857143
841,461,144,16,2000,1142.857142857143
1064,403,128,18,2000,1142.857142857143
1513,640,130,15,2000,1142.857142857143
1301,404,136,18,2000,1142.857142857143
1233,485,146,17,2000,1142.857142857143
1236,667,146,15,2000,1142.857142857143
1012,545,145,14,2000,1142.857142857143
793,678,129,17,2000,1142.857142857143
716,714,134,14,2000,1142.857142857143
1269,667,144,19,2000,1142.857142857143
1406,749,130,17,2000,1142.857142857143
1306,772,137,18,2000,1142.857142857143
1264,595,130,17,2000,1142.857142857143
1462,717,145,15,2000,1142.857142857143
382,544,145,18,2000,1142.857142857143
994,460,129,14,2000,1142.857142857143
569,601,131,14,2000,1142.857142857143
1319,598,138,19,2000,1142.857142857143
1716,372,146,14,2000,1142.857142857143
558,391,130,14,2000,1142.857142857143
711,441,146,16,2000,1142.857142857143
429,584,137,18,2000,1142.857142857143
443,454,140,16,2000,1142.857142857143
685,745,149,13,2000,1142.857142857143
656,711,138,19,2000,1142.857142857143
1669,785,133,17,2000,1142.857142857143
426,724,129,15,2000,1142.857142857143
570,760,131,19,2000,1142.857142857143
1183,671,126,18,2000,1142.857142857143
1295,574,132,16,2000,1142.857142857143
252,699,130,18,2000,1142.857142857143
299,568,131,19,2000,1142.857142857143
692,754,133,17,2000,1142.857142857143
702,356,140,14,2000,1142.857142857143
801,419,131,16,2000,1142.857142857143
1421,756,133,13,2000,1142.857142857143
427,464,142,15,2000,1142.857142857143
1735,533,146,16,2000,1142.857142857143
1012,730,141,14,2000,1142.857142857143
278,405,149,13,2000,1142.857142857143
1291,590,147,19,2000,1142.857142857143
1628,504,130,17,2000,1142.857142857143
548,627,126,13,2000,1142.857142857143
377,533,146,18,2000,1142.857142857143
374,791,135,15,2000,1142.857142857143
1393,757,145,18,2000,1142.857142857143
288,734,135,19,2000,1142.857142857143
660,385,143,15,2000,1142.857142857143
753,390,133,17,2000,1142.857142857143
466,737,142,15,2000,1142.857142857143
1020,759,137,13,2000,1142.857142857143
1397,484,132,19,2000,1142.857142857143
1341,519,143,15,2000,1142.857142857143
1151,708,149,15,2000,1142.857142857143
1508,624,146,16,2000,1142.857142857143
1245,601,137,19,2000,1142.857142857143
282,747,128,15,2000,1142.857142857143
1574,752,138,17,2000,1142.857142857143
870,547,139,16,2000,1142.857142857143
695,542,147,19,2000,1142.857142857143
1340,739,137,14,2000,1142.857142857143
348,784,142,16,2000,1142.857142857143
1608,789,136,15,2000,1142.857142857143
1515,564,133,16,2000,1142.857142857143
514,728,136,13,2000,1142.857142857143
