was succesful, reward, actual steps, target steps, num stars, num planets, runs completed
0,-180,14,2300,1
0,-340,24,2300,1
0,-340,24,2300,1
0,-176,44,2300,1
0,-176,60,2300,1
0,-176,53,2300,1
0,-340,27,2300,1
0,-340,29,2300,1
0,-340,23,2300,1
0,-176,72,2300,1
0,-340,27,2300,1
0,-180,28,2300,1
0,-180,25,2300,1
0,-176,56,2300,1
0,-172,91,2300,1
0,-172,81,2300,1
0,-340,25,2300,1
0,-340,24,2300,1
0,-340,15,2300,2
0,-340,23,2300,1
0,-172,97,2300,1
0,-328,137,2300,1
0,-336,51,2300,1
0,-176,51,2300,1
0,-340,30,2300,1
0,-176,63,2300,2
0,-328,121,2300,1
0,-176,66,2300,1
0,-340,25,2300,1
0,-176,47,2300,1
0,-340,24,2300,1
0,-340,15,2300,2
0,-176,54,2300,1
0,-340,19,2300,2
0,-340,16,2300,2
0,-340,25,2300,1
0,-176,42,2300,1
0,-340,18,2300,2
0,-328,126,2300,1
0,-340,16,2300,2
0,-120,231,2300,1
0,-180,36,2300,1
0,-176,46,2300,2
0,-176,64,2300,1
0,-336,57,2300,1
0,-176,56,2300,1
0,-340,29,2300,2
0,-172,104,2300,1
0,-332,91,2300,2
0,-176,53,2300,2
0,-180,35,2300,2
0,-120,236,2300,1
0,-176,60,2300,2
0,-340,25,2300,3
0,-340,30,2300,2
0,-180,38,2300,3
0,-176,62,2300,2
0,-340,20,2300,2
0,-176,73,2300,1
0,-124,187,2300,1
0,-172,109,2300,1
0,-340,32,2300,2
0,-328,126,2300,1
0,-172,83,2300,2
0,-332,94,2300,2
0,-120,225,2300,1
0,-180,37,2300,3
0,-340,16,2300,2
0,-340,29,2300,2
0,-176,61,2300,2
0,-340,17,2300,2
0,-340,15,2300,2
0,-340,30,2300,2
0,-340,36,2300,3
0,-168,128,2300,2
0,-180,34,2300,2
0,-340,20,2300,2
0,-340,17,2300,2
0,-340,23,2300,1
0,-340,23,2300,3
0,-340,31,2300,2
0,-180,40,2300,3
0,-340,16,2300,2
0,-176,54,2300,2
0,-120,206,2300,1
0,-120,234,2300,1
0,-176,43,2300,2
0,-168,145,2300,2
0,-340,22,2300,2
0,-340,31,2300,2
0,-340,17,2300,2
0,-340,19,2300,2
0,-340,9,2300,4
0,-120,211,2300,2
0,-176,45,2300,2
0,-180,26,2300,3
0,-340,24,2300,3
0,-340,31,2300,2
0,-340,9,2300,4
0,-168,148,2300,3
0,-124,168,2300,2
0,-128,159,2300,3
0,-176,60,2300,3
0,-340,9,2300,4
0,-172,100,2300,3
0,-340,25,2300,3
0,-176,71,2300,3
0,-176,48,2300,4
0,-176,51,2300,3
0,-128,155,2300,3
0,-168,128,2300,2
0,-128,150,2300,2
0,-340,10,2300,4
0,-340,10,2300,4
0,-180,25,2300,3
0,-128,154,2300,2
0,-168,124,2300,3
0,-176,54,2300,3
0,-180,40,2300,3
0,-340,25,2300,3
0,-180,32,2300,3
0,-168,128,2300,3
0,-116,269,2300,3
0,-332,107,2300,3
0,-340,22,2300,3
0,-172,97,2300,3
0,-172,112,2300,3
0,-124,177,2300,3
0,-128,155,2300,3
0,-176,46,2300,3
0,-180,30,2300,3
0,-176,60,2300,2
0,-340,9,2300,4
0,-172,94,2300,3
0,-340,15,2300,4
0,-176,67,2300,3
0,-172,108,2300,3
0,-176,66,2300,3
0,-340,15,2300,4
0,-340,10,2300,5
0,-340,17,2300,5
0,-340,10,2300,5
0,-340,9,2300,4
0,-128,158,2300,3
0,-340,10,2300,5
0,-340,9,2300,4
0,-340,10,2300,4
0,-340,9,2300,4
0,-340,16,2300,4
0,-172,83,2300,3
0,-336,79,2300,5
0,-340,9,2300,4
0,-340,15,2300,4
0,-172,119,2300,3
0,-328,131,2300,2
0,-340,11,2300,5
0,-340,10,2300,5
0,-340,9,2300,4
0,-340,15,2300,4
0,-172,86,2300,3
0,-340,9,2300,4
0,-340,9,2300,4
0,-340,9,2300,4
0,-176,49,2300,3
0,-172,97,2300,4
0,-340,17,2300,4
0,-340,11,2300,5
0,-340,9,2300,4
0,-336,76,2300,4
0,-176,61,2300,4
0,-180,16,2300,3
0,-128,155,2300,3
0,-340,15,2300,4
0,-124,160,2300,3
0,-340,11,2300,5
0,-340,9,2300,4
0,-340,9,2300,4
0,-340,12,2300,6
