was succesful, reward, actual steps, target steps, num stars, num planets, runs completed
792,1362,517,754,54,67,22,23,1600,914.2857142857143
854,329,583,587,54,67,22,23,1600,914.2857142857143
1325,1363,413,600,54,67,22,23,1600,914.2857142857143
1311,1153,540,299,54,67,22,23,1600,914.2857142857143
858,1267,188,670,54,67,22,23,1600,914.2857142857143
546,727,198,581,54,67,22,23,1600,914.2857142857143
851,898,600,649,54,67,22,23,1600,914.2857142857143
940,409,508,200,54,67,22,23,1600,914.2857142857143
700,407,484,522,54,67,22,23,1600,914.2857142857143
566,901,164,598,54,67,22,23,1600,914.2857142857143
1378,543,385,502,54,67,22,23,1600,914.2857142857143
636,1375,185,651,54,67,22,23,1600,914.2857142857143
1205,1198,374,367,54,67,22,23,1600,914.2857142857143
1129,1250,441,763,54,67,22,23,1600,914.2857142857143
806,574,611,700,54,67,22,23,1600,914.2857142857143
1081,261,380,648,54,67,22,23,1600,914.2857142857143
553,763,763,525,54,67,22,23,1600,914.2857142857143
891,530,521,689,54,67,22,23,1600,914.2857142857143
352,335,718,270,54,67,22,23,1600,914.2857142857143
1202,973,238,631,54,67,22,23,1600,914.2857142857143
342,629,157,625,80,72,15,14,1600,914.2857142857143
784,1145,213,384,54,67,22,23,1600,914.2857142857143
359,281,324,444,54,67,22,23,1600,914.2857142857143
257,1234,233,654,54,67,22,23,1600,914.2857142857143
708,991,207,261,54,67,22,23,1600,914.2857142857143
1210,453,603,379,80,72,15,14,1600,914.2857142857143
684,1360,191,398,54,67,22,23,1600,914.2857142857143
326,1134,511,418,54,67,22,23,1600,914.2857142857143
622,783,226,382,54,67,22,23,1600,914.2857142857143
264,1121,608,653,54,67,22,23,1600,914.2857142857143
260,619,305,302,54,67,22,23,1600,914.2857142857143
666,623,620,703,80,72,15,14,1600,914.2857142857143
1269,681,698,592,54,67,22,23,1600,914.2857142857143
1136,652,562,481,80,72,15,14,1600,914.2857142857143
897,866,506,169,80,72,15,14,1600,914.2857142857143
338,788,206,283,54,67,22,23,1600,914.2857142857143
1243,1137,516,483,54,67,22,23,1600,914.2857142857143
669,1318,457,277,80,72,15,14,1600,914.2857142857143
1300,972,166,740,54,67,22,23,1600,914.2857142857143
945,641,515,227,80,72,15,14,1600,914.2857142857143
796,1333,737,426,54,67,22,23,1600,914.2857142857143
1272,315,725,502,54,67,22,23,1600,914.2857142857143
1256,724,748,747,80,72,15,14,1600,914.2857142857143
498,1394,648,193,54,67,22,23,1600,914.2857142857143
233,1023,407,578,54,67,22,23,1600,914.2857142857143
1150,1244,726,450,54,67,22,23,1600,914.2857142857143
684,207,483,342,80,72,15,14,1600,914.2857142857143
955,893,366,500,54,67,22,23,1600,914.2857142857143
591,1253,496,213,80,72,15,14,1600,914.2857142857143
623,582,419,169,54,67,22,23,1600,914.2857142857143
1274,1376,468,364,80,72,15,14,1600,914.2857142857143
604,1335,325,503,80,72,15,14,1600,914.2857142857143
279,1328,357,478,80,72,15,14,1600,914.2857142857143
1246,239,757,661,72,82,18,21,1600,914.2857142857143
516,474,691,569,80,72,15,14,1600,914.2857142857143
909,324,543,239,72,82,18,21,1600,914.2857142857143
261,944,371,618,80,72,15,14,1600,914.2857142857143
212,1246,682,467,54,67,22,23,1600,914.2857142857143
1342,1385,215,158,80,72,15,14,1600,914.2857142857143
918,424,193,581,54,67,22,23,1600,914.2857142857143
646,970,551,751,54,67,22,23,1600,914.2857142857143
644,1184,230,285,54,67,22,23,1600,914.2857142857143
665,718,663,226,80,72,15,14,1600,914.2857142857143
881,230,428,726,54,67,22,23,1600,914.2857142857143
1327,287,529,556,72,82,18,21,1600,914.2857142857143
1090,394,371,655,80,72,15,14,1600,914.2857142857143
1288,904,245,456,80,72,15,14,1600,914.2857142857143
883,1027,598,359,80,72,15,14,1600,914.2857142857143
1079,494,435,293,72,82,18,21,1600,914.2857142857143
726,1212,718,719,80,72,15,14,1600,914.2857142857143
883,512,204,356,80,72,15,14,1600,914.2857142857143
225,1234,697,331,80,72,15,14,1600,914.2857142857143
666,1077,534,550,80,72,15,14,1600,914.2857142857143
999,1353,362,577,72,82,18,21,1600,914.2857142857143
386,1271,580,239,80,72,15,14,1600,914.2857142857143
375,915,417,610,80,72,15,14,1600,914.2857142857143
384,355,555,543,80,72,15,14,1600,914.2857142857143
549,1148,534,740,80,72,15,14,1600,914.2857142857143
787,212,355,391,72,82,18,21,1600,914.2857142857143
642,317,442,629,54,67,22,23,1600,914.2857142857143
983,320,665,166,80,72,15,14,1600,914.2857142857143
651,1117,580,749,80,72,15,14,1600,914.2857142857143
1148,770,626,440,80,72,15,14,1600,914.2857142857143
545,811,397,577,54,67,22,23,1600,914.2857142857143
997,279,682,221,80,72,15,14,1600,914.2857142857143
694,557,654,381,54,67,22,23,1600,914.2857142857143
468,1086,741,214,80,72,15,14,1600,914.2857142857143
895,350,343,728,80,72,15,14,1600,914.2857142857143
1142,1114,592,683,80,72,15,14,1600,914.2857142857143
1395,1255,240,647,80,72,15,14,1600,914.2857142857143
248,1276,216,763,80,72,15,14,1600,914.2857142857143
405,997,211,689,52,57,20,8,1600,914.2857142857143
1210,300,323,279,80,72,15,14,1600,914.2857142857143
1267,1011,307,623,80,72,15,14,1600,914.2857142857143
1214,917,472,752,80,72,15,14,1600,914.2857142857143
840,1119,170,586,80,72,15,14,1600,914.2857142857143
1082,1279,223,732,72,82,18,21,1600,914.2857142857143
867,276,631,395,72,82,18,21,1600,914.2857142857143
810,576,435,605,72,82,18,21,1600,914.2857142857143
336,1365,723,206,72,82,18,21,1600,914.2857142857143
853,500,302,588,80,72,15,14,1600,914.2857142857143
708,487,456,621,52,57,20,8,1600,914.2857142857143
1164,1139,604,567,72,82,18,21,1600,914.2857142857143
886,503,536,463,72,82,18,21,1600,914.2857142857143
788,1266,573,273,72,82,18,21,1600,914.2857142857143
501,844,212,658,52,57,20,8,1600,914.2857142857143
1169,524,550,321,72,82,18,21,1600,914.2857142857143
407,1350,153,575,72,82,18,21,1600,914.2857142857143
213,1219,326,361,52,57,20,8,1600,914.2857142857143
717,655,695,454,72,82,18,21,1600,914.2857142857143
400,735,318,756,80,72,15,14,1600,914.2857142857143
405,211,475,722,80,72,15,14,1600,914.2857142857143
1250,1072,729,412,52,57,20,8,1600,914.2857142857143
951,574,574,383,80,72,15,14,1600,914.2857142857143
1292,893,739,497,72,82,18,21,1600,914.2857142857143
306,1324,390,318,72,82,18,21,1600,914.2857142857143
552,1319,327,578,52,57,20,8,1600,914.2857142857143
1176,901,428,573,72,82,18,21,1600,914.2857142857143
1116,1092,498,743,72,82,18,21,1600,914.2857142857143
1362,1355,246,660,72,82,18,21,1600,914.2857142857143
267,954,606,190,72,82,18,21,1600,914.2857142857143
1018,806,165,268,72,82,18,21,1600,914.2857142857143
297,399,532,648,72,82,18,21,1600,914.2857142857143
1389,1078,307,734,72,82,18,21,1600,914.2857142857143
337,511,554,392,72,82,18,21,1600,914.2857142857143
534,689,530,681,72,82,18,21,1600,914.2857142857143
586,622,307,317,72,82,18,21,1600,914.2857142857143
363,374,228,668,72,82,18,21,1600,914.2857142857143
1083,780,709,411,72,82,18,21,1600,914.2857142857143
1150,570,329,706,72,82,18,21,1600,914.2857142857143
261,959,252,617,80,72,15,14,1600,914.2857142857143
1031,1301,195,750,72,82,18,21,1600,914.2857142857143
930,1264,447,229,52,57,20,8,1600,914.2857142857143
608,625,195,313,52,57,20,8,1600,914.2857142857143
1113,336,638,371,72,82,18,21,1600,914.2857142857143
1333,654,332,623,72,82,18,21,1600,914.2857142857143
905,948,444,323,72,82,18,21,1600,914.2857142857143
957,317,451,631,52,57,20,8,1600,914.2857142857143
564,655,476,453,74,63,5,9,1600,914.2857142857143
583,1000,357,704,72,82,18,21,1600,914.2857142857143
875,1054,206,574,74,63,5,9,1600,914.2857142857143
982,291,663,535,74,63,5,9,1600,914.2857142857143
596,355,692,437,74,63,5,9,1600,914.2857142857143
828,759,238,609,52,57,20,8,1600,914.2857142857143
615,1293,252,207,72,82,18,21,1600,914.2857142857143
1099,1283,644,729,52,57,20,8,1600,914.2857142857143
671,1089,381,418,52,57,20,8,1600,914.2857142857143
1102,1287,672,284,52,57,20,8,1600,914.2857142857143
864,862,293,654,72,82,18,21,1600,914.2857142857143
640,1381,385,487,52,57,20,8,1600,914.2857142857143
682,1147,497,748,52,57,20,8,1600,914.2857142857143
835,1300,552,308,74,63,5,9,1600,914.2857142857143
693,1182,706,350,72,82,18,21,1600,914.2857142857143
752,1029,641,164,52,57,20,8,1600,914.2857142857143
1187,824,533,505,74,63,5,9,1600,914.2857142857143
370,1090,396,649,80,72,15,14,1600,914.2857142857143
1038,721,253,488,74,63,5,9,1600,914.2857142857143
1038,241,287,215,72,82,18,21,1600,914.2857142857143
543,502,465,578,52,57,20,8,1600,914.2857142857143
1185,448,659,647,52,57,20,8,1600,914.2857142857143
893,521,157,632,52,57,20,8,1600,914.2857142857143
1310,724,527,309,72,82,18,21,1600,914.2857142857143
880,337,488,452,52,57,20,8,1600,914.2857142857143
580,761,298,504,52,57,20,8,1600,914.2857142857143
1353,586,580,217,52,57,20,8,1600,914.2857142857143
614,449,404,206,52,57,20,8,1600,914.2857142857143
1338,1215,173,571,74,63,5,9,1600,914.2857142857143
1120,900,314,271,52,57,20,8,1600,914.2857142857143
797,835,469,450,52,57,20,8,1600,914.2857142857143
739,1140,490,299,52,57,20,8,1600,914.2857142857143
1172,1340,441,723,72,82,18,21,1600,914.2857142857143
401,1126,452,459,72,82,18,21,1600,914.2857142857143
1387,1148,339,719,74,63,5,9,1600,914.2857142857143
1086,1250,747,267,72,82,18,21,1600,914.2857142857143
924,861,484,266,52,57,20,8,1600,914.2857142857143
1028,977,181,429,52,57,20,8,1600,914.2857142857143
1173,1032,608,310,52,57,20,8,1600,914.2857142857143
838,1017,371,660,64,82,6,17,1600,914.2857142857143
923,1244,242,486,64,82,6,17,1600,914.2857142857143
935,1310,458,424,64,82,6,17,1600,914.2857142857143
718,1039,287,730,72,82,18,21,1600,914.2857142857143
1295,688,626,587,52,57,20,8,1600,914.2857142857143
769,1322,543,461,52,57,20,8,1600,914.2857142857143
1233,1089,575,375,52,57,20,8,1600,914.2857142857143
520,770,223,357,74,63,5,9,1600,914.2857142857143
768,594,450,238,52,57,20,8,1600,914.2857142857143
1152,1339,362,456,52,57,20,8,1600,914.2857142857143
868,1001,545,639,74,63,5,9,1600,914.2857142857143
1395,1035,294,746,74,63,5,9,1600,914.2857142857143
749,1375,292,742,64,82,6,17,1600,914.2857142857143
585,1226,351,312,52,57,20,8,1600,914.2857142857143
618,464,595,509,52,57,20,8,1600,914.2857142857143
942,786,715,358,72,82,18,21,1600,914.2857142857143
211,807,384,187,64,82,6,17,1600,914.2857142857143
292,370,744,437,74,63,5,9,1600,914.2857142857143
959,474,500,638,80,72,15,14,1600,914.2857142857143
788,819,619,593,74,63,5,9,1600,914.2857142857143
937,993,411,417,74,63,5,9,1600,914.2857142857143
943,859,553,486,74,63,5,9,1600,914.2857142857143
435,642,336,529,74,63,5,9,1600,914.2857142857143
1096,995,631,433,74,63,5,9,1600,914.2857142857143
1384,1148,529,390,52,57,20,8,1600,914.2857142857143
855,782,275,487,52,57,20,8,1600,914.2857142857143
974,423,274,539,74,63,5,9,1600,914.2857142857143
604,1108,690,397,64,82,6,17,1600,914.2857142857143
717,466,416,659,64,82,6,17,1600,914.2857142857143
460,942,469,171,52,57,20,8,1600,914.2857142857143
513,440,514,529,52,57,20,8,1600,914.2857142857143
465,1335,548,615,52,57,20,8,1600,914.2857142857143
673,467,307,324,74,63,5,9,1600,914.2857142857143
816,715,545,554,74,63,5,9,1600,914.2857142857143
1215,1265,382,514,52,57,20,8,1600,914.2857142857143
549,1101,245,357,74,63,5,9,1600,914.2857142857143
1189,501,709,493,74,63,5,9,1600,914.2857142857143
1067,1352,265,653,52,57,20,8,1600,914.2857142857143
451,534,285,571,64,82,6,17,1600,914.2857142857143
972,1187,507,758,74,63,5,9,1600,914.2857142857143
1024,786,183,566,74,63,5,9,1600,914.2857142857143
454,290,159,160,64,62,22,18,1600,914.2857142857143
889,537,384,416,74,63,5,9,1600,914.2857142857143
1277,323,677,751,64,82,6,17,1600,914.2857142857143
607,380,754,290,74,63,5,9,1600,914.2857142857143
379,1239,204,637,74,63,5,9,1600,914.2857142857143
990,514,150,237,74,63,5,9,1600,914.2857142857143
1389,816,359,367,64,62,22,18,1600,914.2857142857143
946,948,657,718,64,82,6,17,1600,914.2857142857143
1360,834,359,531,74,63,5,9,1600,914.2857142857143
1090,1167,193,272,74,63,5,9,1600,914.2857142857143
633,635,425,291,64,82,6,17,1600,914.2857142857143
499,1039,284,327,52,57,20,8,1600,914.2857142857143
1177,881,582,323,74,63,5,9,1600,914.2857142857143
652,612,677,456,64,82,6,17,1600,914.2857142857143
1354,832,394,624,74,63,5,9,1600,914.2857142857143
756,1165,515,753,74,63,5,9,1600,914.2857142857143
870,487,371,685,52,57,20,8,1600,914.2857142857143
571,774,373,484,64,82,6,17,1600,914.2857142857143
928,976,309,596,64,82,6,17,1600,914.2857142857143
290,395,262,257,74,63,5,9,1600,914.2857142857143
538,544,231,484,64,62,22,18,1600,914.2857142857143
289,904,389,517,64,62,22,18,1600,914.2857142857143
842,827,526,181,72,82,18,21,1600,914.2857142857143
239,1376,343,187,64,82,6,17,1600,914.2857142857143
570,1315,285,388,64,82,6,17,1600,914.2857142857143
1128,351,296,173,74,63,5,9,1600,914.2857142857143
801,316,667,199,74,63,5,9,1600,914.2857142857143
1135,582,446,412,52,57,20,8,1600,914.2857142857143
909,262,319,759,74,63,5,9,1600,914.2857142857143
786,1283,393,702,64,82,6,17,1600,914.2857142857143
720,528,672,448,64,82,6,17,1600,914.2857142857143
972,587,353,234,74,63,5,9,1600,914.2857142857143
1397,1001,739,172,74,63,5,9,1600,914.2857142857143
1185,516,691,659,64,62,22,18,1600,914.2857142857143
709,524,584,191,64,82,6,17,1600,914.2857142857143
533,836,628,611,64,82,6,17,1600,914.2857142857143
619,371,441,423,64,82,6,17,1600,914.2857142857143
1251,705,234,551,64,82,6,17,1600,914.2857142857143
756,403,360,398,64,82,6,17,1600,914.2857142857143
959,253,491,427,64,82,6,17,1600,914.2857142857143
1249,1211,714,205,64,82,6,17,1600,914.2857142857143
222,550,270,383,64,62,22,18,1600,914.2857142857143
827,1333,697,320,64,62,22,18,1600,914.2857142857143
1319,525,688,332,74,63,5,9,1600,914.2857142857143
717,461,626,651,64,62,22,18,1600,914.2857142857143
537,663,315,433,64,82,6,17,1600,914.2857142857143
630,936,318,366,74,63,5,9,1600,914.2857142857143
1095,402,556,713,64,82,6,17,1600,914.2857142857143
1277,1355,360,685,64,62,22,18,1600,914.2857142857143
853,376,243,659,72,82,18,21,1600,914.2857142857143
454,884,579,439,64,62,22,18,1600,914.2857142857143
471,707,559,258,64,82,6,17,1600,914.2857142857143
735,532,625,626,78,75,18,24,1600,914.2857142857143
987,223,477,172,64,82,6,17,1600,914.2857142857143
251,893,700,311,64,82,6,17,1600,914.2857142857143
1305,983,409,658,64,82,6,17,1600,914.2857142857143
1085,1047,732,534,74,63,5,9,1600,914.2857142857143
946,983,211,349,74,63,5,9,1600,914.2857142857143
619,924,475,688,64,62,22,18,1600,914.2857142857143
1058,464,577,273,64,62,22,18,1600,914.2857142857143
876,1162,444,333,64,82,6,17,1600,914.2857142857143
815,674,328,197,74,63,5,9,1600,914.2857142857143
1048,802,707,542,64,82,6,17,1600,914.2857142857143
272,832,615,326,78,75,18,24,1600,914.2857142857143
1246,610,631,182,64,62,22,18,1600,914.2857142857143
550,1286,613,758,64,82,6,17,1600,914.2857142857143
1205,485,168,394,52,57,20,8,1600,914.2857142857143
1031,961,752,348,64,82,6,17,1600,914.2857142857143
620,792,383,278,78,75,18,24,1600,914.2857142857143
771,1141,308,178,64,82,6,17,1600,914.2857142857143
1045,816,178,711,64,82,6,17,1600,914.2857142857143
536,827,312,706,64,62,22,18,1600,914.2857142857143
778,950,213,196,64,62,22,18,1600,914.2857142857143
1321,840,509,310,74,63,5,9,1600,914.2857142857143
880,215,592,362,64,62,22,18,1600,914.2857142857143
