was succesful, reward, actual steps, target steps, runs completed
0,112,243,1024,124
0,-64,77,1024,125
0,-48,100,1024,126
0,40,154,1024,127
0,-248,42,1024,128
0,-176,136,1024,129
0,-200,102,1024,130
0,-176,133,1024,131
0,-40,106,1024,132
0,-40,101,1024,133
1,1166,1025,1024,134
1,1166,1025,1024,135
1,1166,1025,1024,136
1,1166,1025,1024,137
0,96,225,1024,138
0,-208,97,1024,139
1,1166,1025,1024,140
0,80,205,1024,141
0,104,239,1024,142
0,-48,98,1024,143
0,112,249,1024,144
0,-184,129,1024,145
0,120,250,1024,146
0,-48,91,1024,147
0,-32,120,1024,148
0,-216,89,1024,149
1,1166,1025,1024,150
1,1166,1025,1024,151
1,1166,1025,1024,152
0,-256,35,1024,153
0,-56,88,1024,154
1,1166,1025,1024,155
0,88,219,1024,156
0,-184,128,1024,157
0,-232,69,1024,158
0,-224,75,1024,159
0,-264,29,1024,160
1,1166,1025,1024,161
0,-8,149,1024,162
0,-248,49,1024,163
1,1166,1025,1024,164
0,-224,72,1024,165
1,1166,1025,1024,166
0,-56,85,1024,167
0,-72,66,1024,168
1,1166,1025,1024,169
1,1166,1025,1024,170
0,-48,100,1024,171
0,72,196,1024,172
0,-32,118,1024,173
0,104,230,1024,174
1,1166,1025,1024,175
0,-216,89,1024,176
1,1166,1025,1024,177
0,-40,107,1024,178
1,1166,1025,1024,179
0,-72,63,1024,180
1,1166,1025,1024,181
0,-216,82,1024,182
0,-24,127,1024,183
0,-48,91,1024,184
0,64,186,1024,185
0,-176,133,1024,186
0,-64,76,1024,187
0,-200,103,1024,188
0,-240,51,1024,189
0,112,241,1024,190
0,88,214,1024,191
0,-232,61,1024,192
0,40,157,1024,193
1,1166,1025,1024,194
1,1166,1025,1024,195
0,-24,125,1024,196
0,-224,77,1024,197
0,-208,94,1024,198
0,64,187,1024,199
0,-208,93,1024,200
0,-56,85,1024,201
1,1166,1025,1024,202
1,1166,1025,1024,203
1,1166,1025,1024,204
0,-264,24,1024,205
0,-240,53,1024,206
0,40,156,1024,207
1,1166,1025,1024,208
0,-224,77,1024,209
0,-256,36,1024,210
0,-216,82,1024,211
0,152,292,1024,212
0,64,187,1024,213
1,1166,1025,1024,214
0,-264,29,1024,215
1,1166,1025,1024,216
0,-168,140,1024,217
0,80,204,1024,218
0,48,161,1024,219
0,40,152,1024,220
1,1166,1025,1024,221
1,1166,1025,1024,222
0,-32,111,1024,223
0,160,303,1024,224
0,-208,93,1024,225
0,-224,78,1024,226
0,-240,57,1024,227
0,-56,90,1024,228
0,-208,91,1024,229
0,-40,105,1024,230
0,88,214,1024,231
1,1166,1025,1024,232
0,-200,103,1024,233
0,-64,72,1024,234
0,72,195,1024,235
0,-256,35,1024,236
1,1166,1025,1024,237
0,-40,101,1024,238
0,-48,97,1024,239
0,-208,98,1024,240
0,-224,75,1024,241
0,-176,138,1024,242
1,1166,1025,1024,243
0,-40,108,1024,244
0,88,211,1024,245
0,-208,94,1024,246
0,-24,129,1024,247
0,80,206,1024,248
0,80,206,1024,249
0,48,165,1024,250
0,-64,73,1024,251
0,-48,96,1024,252
0,-224,70,1024,253
1,1166,1025,1024,254
0,-48,91,1024,255
0,-168,143,1024,256
0,-56,89,1024,257
1,1166,1025,1024,258
1,1166,1025,1024,259
0,-64,80,1024,260
0,-248,49,1024,261
0,-40,108,1024,262
0,-192,112,1024,263
0,-16,138,1024,264
0,64,188,1024,265
0,-64,76,1024,266
1,1166,1025,1024,267
0,88,210,1024,268
0,64,184,1024,269
0,-56,82,1024,270
1,1166,1025,1024,271
1,1166,1025,1024,272
0,-184,126,1024,273
0,-208,92,1024,274
0,-208,93,1024,275
1,1166,1025,1024,276
1,1166,1025,1024,277
0,-24,122,1024,278
0,-192,118,1024,279
0,-208,91,1024,280
0,-176,138,1024,281
0,-120,2,1024,282
0,-72,69,1024,283
0,-216,87,1024,284
0,-256,37,1024,285
0,56,174,1024,286
1,1166,1025,1024,287
0,-56,89,1024,288
1,1166,1025,1024,289
1,1166,1025,1024,290
0,-104,26,1024,291
0,40,153,1024,292
0,-184,126,1024,293
0,-208,90,1024,294
0,80,208,1024,295
0,-32,113,1024,296
0,-184,129,1024,297
0,-184,120,1024,298
0,56,178,1024,299
0,-240,51,1024,300
1,1166,1025,1024,301
0,72,199,1024,302
0,-256,35,1024,303
0,96,225,1024,304
0,-264,23,1024,305
0,40,157,1024,306
1,1166,1025,1024,307
0,112,242,1024,308
0,-56,85,1024,309
0,-224,75,1024,310
0,-56,87,1024,311
0,-32,115,1024,312
0,80,201,1024,313
0,-248,49,1024,314
0,-56,87,1024,315
0,-176,137,1024,316
0,-208,92,1024,317
0,-208,98,1024,318
1,1166,1025,1024,319
1,1166,1025,1024,320
0,-232,64,1024,321
1,1166,1025,1024,322
0,-240,59,1024,323
0,-184,125,1024,324
0,-192,117,1024,325
0,-200,108,1024,326
0,-184,124,1024,327
1,1166,1025,1024,328
0,64,182,1024,329
0,-192,110,1024,330
0,72,196,1024,331
0,-248,42,1024,332
1,1166,1025,1024,333
0,-24,122,1024,334
0,88,215,1024,335
0,48,164,1024,336
0,-8,148,1024,337
0,56,172,1024,338
1,1166,1025,1024,339
0,-224,70,1024,340
0,-32,120,1024,341
0,88,218,1024,342
1,1166,1025,1024,343
0,-192,115,1024,344
0,-256,35,1024,345
0,-184,125,1024,346
0,-56,88,1024,347
1,1166,1025,1024,348
0,88,211,1024,349
0,-200,100,1024,350
0,64,182,1024,351
0,-48,91,1024,352
1,1166,1025,1024,353
0,-224,73,1024,354
0,-192,118,1024,355
1,1166,1025,1024,356
0,-24,125,1024,357
0,48,163,1024,358
0,104,234,1024,359
0,-48,93,1024,360
0,-56,82,1024,361
0,-248,42,1024,362
0,-48,91,1024,363
0,-184,122,1024,364
1,1166,1025,1024,365
1,1166,1025,1024,366
1,1166,1025,1024,367
1,1166,1025,1024,368
0,-216,80,1024,369
0,-8,144,1024,370
0,-200,103,1024,371
0,-224,79,1024,372
0,40,151,1024,373
0,-216,83,1024,374
0,-256,32,1024,375
0,-40,105,1024,376
0,-168,145,1024,377
1,1166,1025,1024,378
0,-216,81,1024,379
0,-48,93,1024,380
0,-232,67,1024,381
0,-240,57,1024,382
0,-40,103,1024,383
0,-40,110,1024,384
0,-192,112,1024,385
1,1166,1025,1024,386
0,-24,122,1024,387
0,-56,85,1024,388
0,-200,109,1024,389
0,-224,75,1024,390
0,88,211,1024,391
0,-48,92,1024,392
0,40,152,1024,393
0,-256,35,1024,394
0,-168,140,1024,395
0,-216,87,1024,396
0,-256,37,1024,397
0,-64,76,1024,398
0,-216,82,1024,399
0,-208,91,1024,400
0,-32,111,1024,401
0,-232,64,1024,402
1,1166,1025,1024,403
1,1166,1025,1024,404
1,1166,1025,1024,405
1,1166,1025,1024,406
0,-32,111,1024,407
1,1166,1025,1024,408
0,-240,52,1024,409
0,40,156,1024,410
0,48,169,1024,411
0,-216,83,1024,412
0,80,203,1024,413
0,-24,125,1024,414
0,-168,146,1024,415
1,1166,1025,1024,416
0,-48,94,1024,417
0,-24,129,1024,418
0,-168,142,1024,419
0,-192,113,1024,420
0,-48,97,1024,421
0,-224,78,1024,422
0,-64,72,1024,423
0,-24,126,1024,424
0,-232,65,1024,425
0,-64,80,1024,426
0,56,176,1024,427
0,-200,105,1024,428
0,-48,94,1024,429
0,-48,100,1024,430
1,1166,1025,1024,431
0,-40,110,1024,432
0,80,208,1024,433
0,-64,78,1024,434
0,-24,121,1024,435
0,-224,71,1024,436
0,-40,108,1024,437
0,72,191,1024,438
1,1166,1025,1024,439
0,-216,85,1024,440
1,1166,1025,1024,441
0,88,211,1024,442
1,1166,1025,1024,443
0,-248,42,1024,444
1,1166,1025,1024,445
1,1166,1025,1024,446
1,1166,1025,1024,447
0,-216,81,1024,448
0,-240,54,1024,449
0,-192,111,1024,450
0,-216,80,1024,451
0,-200,101,1024,452
0,-40,106,1024,453
1,1166,1025,1024,454
0,80,208,1024,455
0,112,241,1024,456
0,-40,107,1024,457
0,-240,51,1024,458
1,1166,1025,1024,459
1,1166,1025,1024,460
0,-200,105,1024,461
0,104,233,1024,462
0,48,166,1024,463
0,-200,103,1024,464
0,120,255,1024,465
0,-240,57,1024,466
0,120,256,1024,467
0,104,238,1024,468
0,-40,105,1024,469
1,1166,1025,1024,470
0,-264,23,1024,471
0,-56,83,1024,472
1,1166,1025,1024,473
0,112,245,1024,474
0,72,196,1024,475
0,80,204,1024,476
1,1166,1025,1024,477
0,-256,37,1024,478
0,-64,77,1024,479
0,-88,47,1024,480
1,1166,1025,1024,481
0,-256,37,1024,482
1,1166,1025,1024,483
0,112,247,1024,484
0,-168,148,1024,485
0,-56,85,1024,486
0,-168,145,1024,487
0,-240,52,1024,488
1,1166,1025,1024,489
0,88,211,1024,490
0,-40,105,1024,491
0,48,169,1024,492
1,1166,1025,1024,493
0,-208,96,1024,494
0,-8,142,1024,495
0,96,228,1024,496
0,-208,91,1024,497
0,-64,77,1024,498
0,-176,139,1024,499
0,-240,57,1024,500
0,88,214,1024,501
1,1166,1025,1024,502
0,-232,66,1024,503
0,88,211,1024,504
0,72,196,1024,505
0,48,160,1024,506
0,-48,98,1024,507
0,56,172,1024,508
0,72,198,1024,509
0,-216,84,1024,510
1,1166,1025,1024,511
0,96,229,1024,512
0,-16,136,1024,513
1,1166,1025,1024,514
0,-200,106,1024,515
0,-224,71,1024,516
1,1166,1025,1024,517
0,-184,120,1024,518
1,1166,1025,1024,519
1,1166,1025,1024,520
0,120,253,1024,521
0,-168,140,1024,522
0,56,171,1024,523
0,88,211,1024,524
0,104,237,1024,525
0,-208,93,1024,526
0,-224,79,1024,527
0,88,217,1024,528
0,-184,127,1024,529
0,-32,113,1024,530
0,-256,34,1024,531
0,64,184,1024,532
0,-40,101,1024,533
0,-216,86,1024,534
0,-200,100,1024,535
0,40,152,1024,536
0,-216,88,1024,537
1,1166,1025,1024,538
0,-16,133,1024,539
0,-176,134,1024,540
0,-232,67,1024,541
0,-208,99,1024,542
0,-176,135,1024,543
1,1166,1025,1024,544
1,1166,1025,1024,545
0,64,188,1024,546
0,-240,56,1024,547
1,1166,1025,1024,548
0,-184,127,1024,549
1,1166,1025,1024,550
0,-64,72,1024,551
0,-184,129,1024,552
0,88,210,1024,553
0,-168,148,1024,554
0,-176,130,1024,555
0,56,177,1024,556
0,-192,119,1024,557
0,-240,57,1024,558
0,-40,103,1024,559
0,-168,145,1024,560
0,80,206,1024,561
0,-248,43,1024,562
0,-184,127,1024,563
0,-48,96,1024,564
0,-176,135,1024,565
1,1166,1025,1024,566
0,72,196,1024,567
1,1166,1025,1024,568
1,1166,1025,1024,569
1,1166,1025,1024,570
0,88,211,1024,571
0,-256,35,1024,572
0,-240,54,1024,573
0,-16,137,1024,574
0,-200,102,1024,575
0,-16,132,1024,576
1,1166,1025,1024,577
0,64,181,1024,578
0,128,263,1024,579
1,1166,1025,1024,580
0,-8,150,1024,581
1,1166,1025,1024,582
0,40,159,1024,583
0,-184,120,1024,584
0,-248,44,1024,585
0,48,162,1024,586
0,-32,111,1024,587
0,-208,92,1024,588
0,-56,85,1024,589
0,-24,123,1024,590
0,-232,64,1024,591
0,-8,145,1024,592
0,104,235,1024,593
1,1166,1025,1024,594
0,64,181,1024,595
0,-256,36,1024,596
0,-176,135,1024,597
0,96,220,1024,598
0,72,199,1024,599
0,56,171,1024,600
0,80,203,1024,601
1,1166,1025,1024,602
0,-8,147,1024,603
0,-256,36,1024,604
0,-32,111,1024,605
0,-48,95,1024,606
0,-200,102,1024,607
0,-208,91,1024,608
0,40,152,1024,609
0,-224,76,1024,610
1,1166,1025,1024,611
0,40,155,1024,612
0,-72,61,1024,613
0,-16,133,1024,614
0,-200,104,1024,615
0,-96,31,1024,616
0,48,162,1024,617
0,72,197,1024,618
0,-184,128,1024,619
0,-192,110,1024,620
0,-200,100,1024,621
0,-216,87,1024,622
1,1166,1025,1024,623
0,48,161,1024,624
0,-216,82,1024,625
0,80,205,1024,626
0,-240,53,1024,627
0,112,242,1024,628
1,1166,1025,1024,629
0,-224,75,1024,630
0,-208,98,1024,631
0,-208,97,1024,632
1,1166,1025,1024,633
0,-256,35,1024,634
1,1166,1025,1024,635
0,-184,125,1024,636
0,40,150,1024,637
1,1166,1025,1024,638
1,1166,1025,1024,639
0,72,192,1024,640
0,-232,67,1024,641
0,96,223,1024,642
0,-56,83,1024,643
0,-184,125,1024,644
0,-168,144,1024,645
1,1166,1025,1024,646
0,-48,91,1024,647
1,1166,1025,1024,648
1,1166,1025,1024,649
0,-56,83,1024,650
0,-232,67,1024,651
0,-224,79,1024,652
0,-168,140,1024,653
1,1166,1025,1024,654
0,-192,111,1024,655
0,-232,67,1024,656
0,-64,72,1024,657
0,64,181,1024,658
0,-200,101,1024,659
1,1166,1025,1024,660
0,-40,102,1024,661
0,-48,98,1024,662
0,-192,117,1024,663
0,80,200,1024,664
0,-184,124,1024,665
0,-192,119,1024,666
0,-40,101,1024,667
0,-200,105,1024,668
0,-224,76,1024,669
0,-56,84,1024,670
0,-224,74,1024,671
0,-40,109,1024,672
0,-224,70,1024,673
0,-184,125,1024,674
0,-48,97,1024,675
0,144,281,1024,676
1,1166,1025,1024,677
0,-192,114,1024,678
0,-208,92,1024,679
0,-32,118,1024,680
1,1166,1025,1024,681
0,-208,93,1024,682
0,-208,91,1024,683
0,-224,79,1024,684
1,1166,1025,1024,685
0,-232,63,1024,686
0,-192,113,1024,687
0,-32,114,1024,688
0,-16,137,1024,689
0,-232,66,1024,690
0,-224,71,1024,691
0,-48,99,1024,692
1,1166,1025,1024,693
0,104,230,1024,694
1,1166,1025,1024,695
1,1166,1025,1024,696
0,-224,77,1024,697
0,48,161,1024,698
0,-216,87,1024,699
1,1166,1025,1024,700
0,-40,105,1024,701
0,128,268,1024,702
1,1166,1025,1024,703
1,1166,1025,1024,704
1,1166,1025,1024,705
0,88,212,1024,706
0,40,153,1024,707
0,-48,97,1024,708
0,-208,90,1024,709
0,72,193,1024,710
0,-32,117,1024,711
0,-24,122,1024,712
0,-208,92,1024,713
0,-256,34,1024,714
1,1166,1025,1024,715
0,-16,131,1024,716
0,-224,78,1024,717
0,-240,51,1024,718
0,-24,128,1024,719
0,40,155,1024,720
1,1166,1025,1024,721
0,-264,29,1024,722
1,1166,1025,1024,723
0,64,186,1024,724
0,-240,52,1024,725
0,-224,78,1024,726
1,1166,1025,1024,727
0,-32,111,1024,728
0,-224,75,1024,729
0,40,155,1024,730
0,-192,115,1024,731
0,-184,129,1024,732
0,-192,119,1024,733
0,-72,64,1024,734
0,-248,41,1024,735
0,-168,141,1024,736
0,-8,144,1024,737
1,1166,1025,1024,738
0,72,199,1024,739
0,-208,90,1024,740
1,1166,1025,1024,741
1,1166,1025,1024,742
0,48,167,1024,743
0,-224,70,1024,744
1,1166,1025,1024,745
0,-40,106,1024,746
0,72,198,1024,747
1,1166,1025,1024,748
0,64,184,1024,749
0,88,215,1024,750
0,-40,109,1024,751
1,1166,1025,1024,752
0,64,185,1024,753
0,144,281,1024,754
0,-184,125,1024,755
0,-56,82,1024,756
0,-56,81,1024,757
0,-232,68,1024,758
0,-200,107,1024,759
0,-40,101,1024,760
0,-248,45,1024,761
0,88,213,1024,762
0,-240,50,1024,763
0,-200,103,1024,764
0,-264,23,1024,765
0,-192,110,1024,766
1,1166,1025,1024,767
0,-264,24,1024,768
0,80,203,1024,769
1,1166,1025,1024,770
0,-240,53,1024,771
0,-224,70,1024,772
1,1166,1025,1024,773
1,1166,1025,1024,774
0,-224,79,1024,775
0,-40,105,1024,776
0,-48,97,1024,777
0,-64,72,1024,778
0,-56,89,1024,779
0,-16,136,1024,780
1,1166,1025,1024,781
0,-200,102,1024,782
1,1166,1025,1024,783
0,-24,122,1024,784
0,88,212,1024,785
0,-184,124,1024,786
0,-200,107,1024,787
0,48,168,1024,788
0,-24,126,1024,789
0,-264,28,1024,790
0,-168,144,1024,791
0,48,167,1024,792
0,80,204,1024,793
0,-240,52,1024,794
1,1166,1025,1024,795
0,-200,109,1024,796
0,-168,149,1024,797
0,-208,91,1024,798
0,-72,66,1024,799
0,64,181,1024,800
0,-248,47,1024,801
0,80,208,1024,802
1,1166,1025,1024,803
1,1166,1025,1024,804
1,1166,1025,1024,805
0,-192,119,1024,806
0,-208,94,1024,807
0,-216,89,1024,808
0,88,214,1024,809
0,-192,119,1024,810
0,-24,125,1024,811
0,40,154,1024,812
0,-64,72,1024,813
0,-48,91,1024,814
0,-32,111,1024,815
0,56,179,1024,816
0,-56,82,1024,817
0,80,202,1024,818
1,1166,1025,1024,819
0,-224,75,1024,820
0,104,233,1024,821
0,-208,98,1024,822
0,-24,127,1024,823
0,-48,97,1024,824
0,48,168,1024,825
0,56,179,1024,826
1,1166,1025,1024,827
0,-208,94,1024,828
0,-192,110,1024,829
0,-208,95,1024,830
1,1166,1025,1024,831
0,-256,30,1024,832
0,-32,120,1024,833
0,40,152,1024,834
0,-200,103,1024,835
0,-64,76,1024,836
0,-168,145,1024,837
0,112,242,1024,838
0,-200,101,1024,839
0,-224,79,1024,840
0,88,214,1024,841
0,-224,73,1024,842
1,1166,1025,1024,843
0,-48,100,1024,844
0,-248,42,1024,845
0,40,154,1024,846
0,-168,148,1024,847
0,72,191,1024,848
1,1166,1025,1024,849
0,-176,131,1024,850
0,48,166,1024,851
0,-200,101,1024,852
0,-224,79,1024,853
0,80,204,1024,854
0,88,211,1024,855
0,-40,102,1024,856
1,1166,1025,1024,857
0,96,220,1024,858
0,120,253,1024,859
1,1166,1025,1024,860
0,-224,79,1024,861
0,-64,76,1024,862
0,-208,94,1024,863
0,-256,39,1024,864
0,-232,65,1024,865
0,-256,34,1024,866
1,1166,1025,1024,867
1,1166,1025,1024,868
1,1166,1025,1024,869
0,-216,82,1024,870
0,184,331,1024,871
0,104,233,1024,872
0,48,163,1024,873
0,104,238,1024,874
1,1166,1025,1024,875
0,-224,70,1024,876
1,1166,1025,1024,877
1,1166,1025,1024,878
1,1166,1025,1024,879
1,1166,1025,1024,880
0,48,168,1024,881
0,136,274,1024,882
1,1166,1025,1024,883
0,-208,90,1024,884
0,-168,145,1024,885
1,1166,1025,1024,886
0,-232,63,1024,887
0,96,220,1024,888
0,-64,71,1024,889
0,-200,103,1024,890
0,-248,48,1024,891
0,-56,83,1024,892
1,1166,1025,1024,893
1,1166,1025,1024,894
0,-184,129,1024,895
1,1166,1025,1024,896
1,1166,1025,1024,897
1,1166,1025,1024,898
0,-64,79,1024,899
0,-192,117,1024,900
0,-32,118,1024,901
0,104,234,1024,902
0,-232,66,1024,903
1,1166,1025,1024,904
0,-232,60,1024,905
1,1166,1025,1024,906
0,-208,92,1024,907
1,1166,1025,1024,908
0,96,224,1024,909
0,40,156,1024,910
0,-48,92,1024,911
0,-264,29,1024,912
0,-208,91,1024,913
1,1166,1025,1024,914
1,1166,1025,1024,915
1,1166,1025,1024,916
0,-256,35,1024,917
0,-176,135,1024,918
0,-216,88,1024,919
1,1166,1025,1024,920
0,-192,119,1024,921
0,40,156,1024,922
0,-200,102,1024,923
1,1166,1025,1024,924
1,1166,1025,1024,925
0,-168,146,1024,926
0,-200,101,1024,927
0,-200,103,1024,928
0,-216,80,1024,929
1,1166,1025,1024,930
0,96,226,1024,931
0,-200,108,1024,932
0,-80,57,1024,933
0,-216,88,1024,934
1,1166,1025,1024,935
1,1166,1025,1024,936
1,1166,1025,1024,937
1,1166,1025,1024,938
1,1166,1025,1024,939
0,-232,68,1024,940
1,1166,1025,1024,941
0,-200,103,1024,942
0,-8,150,1024,943
1,1166,1025,1024,944
0,-200,106,1024,945
0,-48,100,1024,946
1,1166,1025,1024,947
1,1166,1025,1024,948
0,-224,77,1024,949
0,-184,120,1024,950
1,1166,1025,1024,951
1,1166,1025,1024,952
0,96,226,1024,953
0,-232,69,1024,954
1,1166,1025,1024,955
0,-48,93,1024,956
0,-216,82,1024,957
0,-200,100,1024,958
0,-264,23,1024,959
0,-240,51,1024,960
0,-32,119,1024,961
0,-184,123,1024,962
0,96,227,1024,963
0,-208,96,1024,964
0,-64,79,1024,965
0,-216,88,1024,966
0,-56,88,1024,967
0,-224,73,1024,968
0,-24,127,1024,969
1,1166,1025,1024,970
0,-208,95,1024,971
0,72,199,1024,972
1,1166,1025,1024,973
0,40,155,1024,974
0,-40,101,1024,975
0,-232,62,1024,976
0,56,173,1024,977
0,-8,142,1024,978
0,-72,63,1024,979
0,-200,102,1024,980
0,-208,99,1024,981
1,1166,1025,1024,982
0,120,253,1024,983
0,-240,55,1024,984
0,-240,50,1024,985
0,-232,62,1024,986
0,-48,98,1024,987
1,1166,1025,1024,988
0,-240,57,1024,989
0,-208,99,1024,990
0,-16,139,1024,991
0,-240,57,1024,992
0,72,197,1024,993
0,56,176,1024,994
0,-248,46,1024,995
0,88,219,1024,996
1,1166,1025,1024,997
0,-176,132,1024,998
0,-64,74,1024,999
0,-24,122,1024,1000
