was succesful, reward, actual steps, target steps, runs completed
0,-200,102,1024,1
1,1166,1025,1024,2
0,-104,26,1024,3
0,-216,84,1024,4
0,-72,64,1024,5
1,1166,1025,1024,6
1,1166,1025,1024,7
1,1166,1025,1024,8
1,1166,1025,1024,9
1,1166,1025,1024,10
0,272,449,1024,11
0,-184,125,1024,12
0,-72,61,1024,13
0,-96,37,1024,14
0,-184,125,1024,15
1,1166,1025,1024,16
1,1166,1025,1024,17
0,48,167,1024,18
0,-64,71,1024,19
0,-256,37,1024,20
1,1166,1025,1024,21
0,-224,77,1024,22
1,1166,1025,1024,23
0,-88,44,1024,24
0,-104,25,1024,25
0,-8,150,1024,26
1,1166,1025,1024,27
0,-88,46,1024,28
0,-56,86,1024,29
0,-208,98,1024,30
1,1166,1025,1024,31
0,-32,116,1024,32
0,-208,99,1024,33
1,1166,1025,1024,34
0,-48,98,1024,35
1,1166,1025,1024,36
1,1166,1025,1024,37
0,-192,111,1024,38
0,-264,29,1024,39
1,1166,1025,1024,40
0,-232,61,1024,41
1,1166,1025,1024,42
0,-96,32,1024,43
0,-176,135,1024,44
1,1166,1025,1024,45
0,-224,72,1024,46
0,-176,133,1024,47
0,-40,101,1024,48
0,-72,61,1024,49
1,1166,1025,1024,50
1,1166,1025,1024,51
0,-256,30,1024,52
0,-240,58,1024,53
0,40,152,1024,54
0,-216,88,1024,55
0,-112,13,1024,56
1,1166,1025,1024,57
1,1166,1025,1024,58
0,-264,20,1024,59
0,64,185,1024,60
1,1166,1025,1024,61
0,-192,111,1024,62
1,1166,1025,1024,63
1,1166,1025,1024,64
0,64,184,1024,65
0,-224,70,1024,66
0,-216,88,1024,67
0,-40,109,1024,68
0,-232,69,1024,69
0,-256,37,1024,70
0,-8,147,1024,71
1,1166,1025,1024,72
1,1166,1025,1024,73
0,-208,97,1024,74
1,1166,1025,1024,75
1,1166,1025,1024,76
0,-256,39,1024,77
0,-32,119,1024,78
0,-88,41,1024,79
0,-224,77,1024,80
1,1166,1025,1024,81
0,-56,87,1024,82
1,1166,1025,1024,83
1,1166,1025,1024,84
0,-88,43,1024,85
0,-216,86,1024,86
0,-184,124,1024,87
0,-200,100,1024,88
0,208,368,1024,89
0,-224,77,1024,90
0,-224,79,1024,91
1,1166,1025,1024,92
1,1166,1025,1024,93
0,-200,109,1024,94
0,-256,31,1024,95
1,1166,1025,1024,96
0,-48,94,1024,97
0,-248,46,1024,98
0,-216,87,1024,99
