star_1_x_pos,star_1_y_pos,star_1_m,planet_1_m,length,height
728,470,110,5,2000,1142.857142857143
556,391,107,15,2000,1142.857142857143
657,679,122,6,2000,1142.857142857143
1110,616,143,9,2000,1142.857142857143
664,769,120,14,2000,1142.857142857143
954,392,143,11,2000,1142.857142857143
1209,371,122,16,2000,1142.857142857143
1750,750,107,10,2000,1142.857142857143
1587,527,100,7,2000,1142.857142857143
1408,669,113,17,2000,1142.857142857143
845,671,134,17,2000,1142.857142857143
1319,501,109,17,2000,1142.857142857143
1009,369,113,11,2000,1142.857142857143
1292,705,109,11,2000,1142.857142857143
832,467,124,9,2000,1142.857142857143
1590,743,115,12,2000,1142.857142857143
1336,694,101,17,2000,1142.857142857143
1341,554,124,13,2000,1142.857142857143
466,416,115,16,2000,1142.857142857143
320,508,130,12,2000,1142.857142857143
644,538,122,6,2000,1142.857142857143
968,786,126,7,2000,1142.857142857143
1379,561,125,12,2000,1142.857142857143
306,791,117,16,2000,1142.857142857143
1055,783,105,18,2000,1142.857142857143
1422,613,125,17,2000,1142.857142857143
911,689,135,17,2000,1142.857142857143
1566,521,141,19,2000,1142.857142857143
812,625,126,9,2000,1142.857142857143
1743,394,148,14,2000,1142.857142857143
601,521,149,18,2000,1142.857142857143
252,385,136,18,2000,1142.857142857143
1392,725,122,12,2000,1142.857142857143
1406,760,137,10,2000,1142.857142857143
1452,539,110,19,2000,1142.857142857143
1341,713,123,12,2000,1142.857142857143
577,628,147,15,2000,1142.857142857143
388,572,102,8,2000,1142.857142857143
772,510,111,10,2000,1142.857142857143
486,696,145,16,2000,1142.857142857143
373,442,127,12,2000,1142.857142857143
810,566,133,9,2000,1142.857142857143
1445,569,127,9,2000,1142.857142857143
1411,713,119,18,2000,1142.857142857143
608,736,103,12,2000,1142.857142857143
370,386,133,12,2000,1142.857142857143
363,533,131,19,2000,1142.857142857143
1275,653,108,7,2000,1142.857142857143
723,765,115,10,2000,1142.857142857143
1376,505,125,6,2000,1142.857142857143
1197,419,113,12,2000,1142.857142857143
728,551,111,16,2000,1142.857142857143
1542,636,144,7,2000,1142.857142857143
601,776,108,9,2000,1142.857142857143
490,709,141,12,2000,1142.857142857143
1171,390,132,7,2000,1142.857142857143
867,430,126,14,2000,1142.857142857143
433,701,129,5,2000,1142.857142857143
1576,570,142,14,2000,1142.857142857143
1146,686,145,10,2000,1142.857142857143
1324,423,128,8,2000,1142.857142857143
1129,693,128,17,2000,1142.857142857143
956,664,107,10,2000,1142.857142857143
1172,706,116,10,2000,1142.857142857143
281,472,117,6,2000,1142.857142857143
952,535,148,10,2000,1142.857142857143
711,430,112,6,2000,1142.857142857143
1426,625,142,5,2000,1142.857142857143
990,515,139,17,2000,1142.857142857143
1587,641,109,6,2000,1142.857142857143
1521,715,123,13,2000,1142.857142857143
311,360,130,10,2000,1142.857142857143
538,455,108,18,2000,1142.857142857143
1545,711,118,5,2000,1142.857142857143
1023,702,101,13,2000,1142.857142857143
1532,625,142,17,2000,1142.857142857143
483,676,137,12,2000,1142.857142857143
1082,618,149,5,2000,1142.857142857143
262,636,101,9,2000,1142.857142857143
424,387,103,15,2000,1142.857142857143
675,565,123,6,2000,1142.857142857143
1616,702,148,13,2000,1142.857142857143
1044,537,135,17,2000,1142.857142857143
1707,784,126,13,2000,1142.857142857143
518,564,120,8,2000,1142.857142857143
