planet_1_x_pos,planet_1_y_pos,planet_1_x_mom,planet_1_y_mom
-0.973091,-0.37663692,-1.0,-1.0
-0.6392768,-0.6764225,-1.0,-1.0
-0.83056307,-0.40836507,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.64173007,-0.6742407,-1.0,-1.0
-0.3534292,-0.8109213,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.83056307,-0.40836507,-1.0,-1.0
-0.83056307,-0.40836507,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.46857116,-0.6674907,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.14881639,-0.82314897,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.14881639,-0.82314897,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.62831956,-0.68206716,-1.0,-1.0
-0.97309095,-0.37663692,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.46857116,-0.6674907,-1.0,-1.0
-0.50391597,-0.74297243,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.6392768,-0.6764225,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.13270707,-0.7229703,-1.0,-1.0
-0.50391597,-0.74297243,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.7150796,-0.43179995,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.36816174,-0.8056425,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-1.0,-0.30236942,-1.0,-1.0
-0.97309005,-0.37663707,-1.0,-1.0
-0.31253472,-0.71364856,-1.0,-1.0
-0.50391597,-0.74297243,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.31453526,-0.71326405,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.973091,-0.37663692,-1.0,-1.0
-0.3125348,-0.7136486,-1.0,-1.0
-0.83056307,-0.40836507,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.50391144,-0.7429748,-1.0,-1.0
-0.5046368,-0.7426609,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-1.0,-0.30236667,-1.0,-1.0
-0.13260539,-0.7225463,-1.0,-1.0
-0.34452412,-0.8138877,-1.0,-1.0
-0.605252,-0.63740677,-1.0,-1.0
-0.9730909,-0.37663698,-1.0,-1.0
